Unnamed: 0,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Encoded,Apps_trans_scaled,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Accept_Rate_scaled,Outstate_Tier_Encoded_scaled,Private_Encoded_scaled
Barnard College,Yes,2496,1402,531,53,95,2121,69,17926,8124,600,850,83.0,93,10.3,33,12580,91,0.4156201983973116,0.18131187791619793,0.18894756987438374,1.385007259754036,0.14421724962938304,-0.9273072334434315,1.6680629348617444,0.4488454168127673,-0.7149803023664479,0.6264621373681686,0.9788813231015295,-0.9706500139500978,0.8670772597515548,0.957884227423573,0.561698717948718,High,2,1,0.41562019839731207,0.18131187791619802,0.18894756987438385,1.385007259754036,0.14421724962938084,-0.9273072334434314,1.6680629348617444,0.44884541681276535,-0.7149803023664479,0.6264621373681689,0.97888132310153,-0.9706500139500982,0.8670772597515547,0.9578842274236105,-1.2795844230415818,1.8301690512544988,0.6114319153500704
Barry University,Yes,990,784,279,18,45,1811,3144,11290,5360,600,1800,76.0,78,12.6,11,9084,72,-0.4519791262899978,-0.4125473429627706,-0.5161394202810078,-0.42188701698591335,-0.015530945512559756,1.5721053040139517,0.33613903271153617,0.4488454168127673,0.8443887826691915,0.11925016044057488,-0.273401038284349,-0.32977869646566793,-0.9589007319312817,0.2009258252669585,0.7919191919191919,Medium,1,1,-0.45197912628999737,-0.4125473429627705,-0.5161394202810077,-0.42188701698591347,-0.015530945512561947,1.5721053040139517,0.33613903271153583,0.44884541681276535,0.8443887826691915,0.11925016044057517,-0.2734010382843487,-0.3297786964656682,-0.958900731931282,0.20092582526699596,0.30483102358191416,0.36524832997139145,0.6114319153500704
Baylor University,Yes,6075,5349,2367,34,66,9919,484,6450,3920,600,1346,71.0,76,18.5,38,7503,72,1.1955781054935537,1.462942689117994,1.5819409177005186,0.5798146710452374,1.4441839385570785,0.231922164120173,-1.017191386543075,0.4488454168127673,0.23357983668861718,-0.2167793357746881,-0.41474500229721806,1.1299020011263075,1.1813122658270099,-0.3081954105064514,0.8804938271604938,Low,0,1,1.1955781054935541,1.462942689117994,1.5819409177005188,0.5798146710452373,1.4441839385570763,0.23192216412017305,-1.0171913865430757,0.44884541681276535,0.23357983668861715,-0.2167793357746878,-0.4147450022972178,1.1299020011263075,1.1813122658270099,-0.3081954105064139,0.91441633906241,-1.099672391311716,0.6114319153500704
Beaver College,Yes,1163,850,348,23,56,878,519,12850,5400,400,800,78.0,89,12.2,30,8954,73,-0.2965449972011807,-0.3285486967760287,-0.2661548038561375,-0.05547969999806644,-0.8227578207749534,0.27767862322311565,0.6878962159335482,-1.0237043227479306,-0.8385145305308968,0.259795832499163,0.6107698796775962,-0.4376697884463484,0.6666429698449552,0.1643121901013457,0.7308684436801376,Medium,1,1,-0.29654499720118027,-0.3285486967760286,-0.2661548038561374,-0.05547969999806654,-0.8227578207749556,0.2776786232231157,0.687896215933548,-1.0237043227479328,-0.8385145305308968,0.25979583249916327,0.6107698796775967,-0.43766978844634874,0.6666429698449551,0.16431219010138315,-0.11533034117266262,0.36524832997139145,0.6114319153500704
Bellarmine College,Yes,807,707,308,39,63,1198,605,8840,2950,750,1290,74.0,82,13.1,31,6668,84,-0.6519351354411269,-0.5206595665895596,-0.4032322506553515,0.8187257600747313,-0.4604890589785393,0.3792562983440603,-0.2874047951440182,1.2919414548995862,0.14499519695836988,-0.017792359075214106,0.026908565600263796,-0.19680572791589224,0.7345530092783118,-0.6489695304263925,0.8760842627013631,Medium,1,1,-0.6519351354411265,-0.5206595665895595,-0.4032322506553514,0.8187257600747312,-0.4604890589785415,0.3792562983440604,-0.2874047951440186,1.2919414548995845,0.14499519695836985,-0.01779235907521381,0.026908565600264143,-0.1968057279158925,0.7345530092783117,-0.6489695304263551,0.8840689858429704,0.36524832997139145,0.6114319153500704
Belmont Abbey College,Yes,632,494,129,17,36,709,131,9000,4850,300,2480,78.0,85,13.2,10,7550,52,-0.8951116331762193,-0.9015372240754977,-1.4580466094767661,-0.5039903742110078,-1.086737255735565,-0.5697252789869615,-0.2434452512890082,-2.023772875573782,1.5279366296866401,0.259795832499163,0.26789815935115474,-0.17045420531183852,-1.0747688529439479,-0.2907436799150888,0.7816455696202531,Medium,1,1,-0.8951116331762189,-0.9015372240754976,-1.458046609476766,-0.5039903742110079,-1.0867372557355672,-0.5697252789869613,-0.24344525128900865,-2.0237728755737847,1.5279366296866401,0.25979583249916327,0.26789815935115513,-0.17045420531183875,-1.0747688529439483,-0.29074367991505135,0.23412625270518556,0.36524832997139145,0.6114319153500704
Belmont University,Yes,1220,974,481,28,67,1964,623,7800,3664,650,900,61.0,61,11.1,19,7614,49,-0.2507247852329339,-0.18807489501688313,0.08505757364487294,0.2560970954071895,0.06715856052836558,0.39885234263175756,-0.5867007137093613,0.7485437875764888,-0.5981756735654908,-0.8229044689180576,-1.2975068699343983,-0.7418550947282283,-0.17422905107118244,-0.26724479516297767,0.7983606557377049,Low,0,1,-0.25072478523293346,-0.18807489501688304,0.08505757364487306,0.2560970954071894,0.06715856052836339,0.3988523426317576,-0.5867007137093617,0.7485437875764869,-0.5981756735654908,-0.8229044689180572,-1.2975068699343981,-0.7418550947282286,-0.17422905107118275,-0.2672447951629402,0.34916224485386427,-1.099672391311716,0.6114319153500704
Bemidji State University,No,1208,877,546,12,36,3796,824,4425,2700,660,1800,57.0,62,19.6,16,3752,46,-0.2601772454369252,-0.2961752760215308,0.21792906251516386,-0.9785370964802453,0.687085800568389,0.5885814866402472,-1.7918218681132216,0.8060529764293244,0.8443887826691915,-1.0406425497511826,-1.2479642050627717,1.3801793817007506,-0.44458151258091694,-2.6506831130032835,0.7259933774834437,Low,0,0,-0.2601772454369248,-0.2961752760215307,0.21792906251516397,-0.9785370964802454,0.6870858005683868,0.5885814866402473,-1.7918218681132225,0.8060529764293226,0.8443887826691915,-1.0406425497511824,-1.2479642050627715,1.3801793817007506,-0.44458151258091727,-2.650683113003246,-0.1488813544780407,-1.099672391311716,-1.635505074064474
Bennington College,Yes,519,327,114,25,53,457,2,21700,4100,600,500,35.0,59,10.1,33,16364,55,-1.0943331784934143,-1.3515655172821455,-1.6195848413503882,0.07462985430502922,-1.6694995761893774,-2.547161736425047,2.2834464746215675,0.4488454168127673,-1.784000288095055,-1.9835362356217738,-1.3928032882186436,-1.028937190590704,0.8670772597515548,1.481045496806035,0.630057803468208,High,2,1,-1.0943331784934138,-1.3515655172821455,-1.619584841350388,0.07462985430502912,-1.6694995761893796,-2.547161736425047,2.2834464746215675,0.44884541681276535,-1.784000288095055,-1.9835362356217736,-1.3928032882186434,-1.0289371905907045,0.8670772597515547,1.4810454968060724,-0.8091258702196141,1.8301690512544988,0.6114319153500704
Bentley College,Yes,3466,2330,640,20,60,3095,1533,13800,5510,630,850,87.0,87,17.5,20,10941,82,0.7095405067883638,0.6813537246281709,0.3808518321899896,-0.2672791173259531,0.5045233863958268,1.028685090811443,0.8885461518440219,0.6311670248859246,-0.7149803023664479,0.9355053891588669,0.43622029750213775,0.8972070291531553,-0.08895267462994533,0.6492183063766505,0.6722446624350836,Medium,1,1,0.7095405067883642,0.681353724628171,0.3808518321899897,-0.2672791173259532,0.5045233863958246,1.028685090811443,0.8885461518440217,0.6311670248859227,-0.7149803023664479,0.9355053891588673,0.43622029750213814,0.8972070291531553,-0.0889526746299456,0.6492183063766879,-0.5187889169553397,0.36524832997139145,0.6114319153500704
Berry College,Yes,1858,1221,480,37,68,1620,49,8050,3940,350,2375,80.0,80,16.3,17,10511,63,0.14514172627041227,0.04221092754415627,0.082854359880473,0.7260374574039264,-0.13159301095627798,-1.1093038945974432,-0.512471794927167,-1.4924117130767802,1.4350411156773286,0.4038409378509051,-0.12621201953217973,0.6108922141841117,-0.3518428206385443,0.5562716119769744,0.6571582346609257,Low,0,1,0.14514172627041272,0.04221092754415637,0.08285435988047311,0.7260374574039263,-0.13159301095628018,-1.1093038945974432,-0.5124717949271674,-1.4924117130767824,1.4350411156773286,0.40384093785090536,-0.12621201953217942,0.6108922141841115,-0.3518428206385446,0.5562716119770118,-0.6226162125364058,-1.099672391311716,0.6114319153500704
Bethany College,Yes,878,816,200,16,41,706,62,8740,3363,550,1700,62.0,68,11.6,29,7718,48,-0.5690686825928244,-0.3709144375741543,-0.9090259739828781,-0.5897369692550372,-1.0920993770438985,-0.984836331468239,-0.31514508055261353,0.12646725882300056,0.7235868128126894,-0.7662592027979903,-0.9234340703527073,-0.6021742165602336,0.5975616518085038,-0.2296959438249972,0.929384965831435,Low,0,1,-0.569068682592824,-0.3709144375741542,-0.909025973982878,-0.5897369692550373,-1.0920993770439007,-0.9848363314682389,-0.315145080552614,0.12646725882299856,0.7235868128126894,-0.76625920279799,-0.9234340703527071,-0.602174216560234,0.5975616518085037,-0.22969594382495975,1.2508932560684336,-1.099672391311716,0.6114319153500704
Bethel College KS,Yes,202,184,122,19,42,537,101,8540,3580,500,1400,61.0,80,8.8,32,8324,56,-2.0903205525727464,-2.0003151650272857,-1.5305765217176843,-0.3430819714331799,-1.4488824077251516,-0.7174767338180049,-0.37125650144393496,-0.22262317064607157,0.31574018896209594,-0.8229044689180576,-0.12621201953217973,-1.4196167095112913,0.8013473287828285,-0.025342925951762685,0.9108910891089109,Low,0,1,-2.090320552572746,-2.0003151650272857,-1.530576521717684,-0.34308197143318003,-1.4488824077251539,-0.7174767338180048,-0.3712565014439354,-0.22262317064607365,0.31574018896209594,-0.8229044689180572,-0.12621201953217942,-1.4196167095112917,0.8013473287828284,-0.025342925951725236,1.1236153322514757,-1.099672391311716,0.6114319153500704
Bethel College,Yes,502,384,104,11,28,347,74,6200,2900,600,800,63.0,63,11.7,13,7623,35,-1.128305005774723,-1.1747880770089658,-1.7415505371870963,-1.0904651799155018,-2.0646274683729855,-0.8893593986896108,-1.1032540329746607,0.4488454168127673,-0.8385145305308968,-0.7087308284652433,-1.1971425260127022,-0.574526650128418,-0.7416251041701869,-0.26396446293896847,0.7649402390438247,Low,0,1,-1.1283050057747226,-1.1747880770089658,-1.741550537187096,-1.0904651799155018,-2.0646274683729877,-0.8893593986896107,-1.1032540329746614,0.44884541681276535,-0.8385145305308968,-0.7087308284652429,-1.197142526012702,-0.5745266501284183,-0.7416251041701872,-0.263964462938931,0.11915739980620507,-1.099672391311716,0.6114319153500704
Bethune Cookman College,Yes,1646,1150,542,12,30,2128,82,5188,3396,650,2500,48.0,48,13.8,9,6817,58,0.03239686228078665,-0.018483906186269078,0.21029125168904642,-0.9785370964802453,0.1474897592395305,-0.8332077471143249,-1.4770037812993415,0.7485437875764888,1.545205764645304,-1.4786478771804488,-1.8307562705848581,-0.013975971157088379,-1.1963666133652986,-0.5835123596228308,0.6986634264884569,Low,0,1,0.03239686228078711,-0.018483906186268984,0.21029125168904653,-0.9785370964802454,0.1474897592395283,-0.8332077471143248,-1.4770037812993422,0.7485437875764869,1.545205764645304,-1.4786478771804485,-1.830756270584858,-0.013975971157088578,-1.196366613365299,-0.5835123596227934,-0.33697060546913116,-1.099672391311716,0.6114319153500704
Birmingham-Southern College,Yes,805,588,287,67,88,1376,207,11660,4325,400,900,74.0,79,14.0,34,8649,72,-0.6543815639195345,-0.7153058060413118,-0.48368664200024464,1.8495539036369517,-0.3068016361530241,-0.3005752415794794,0.4223197370615732,-1.0237043227479306,-0.5981756735654908,-0.017792359075214106,-0.2005425892756753,0.03758108271501449,0.931790342010479,0.07513190647473761,0.7304347826086957,Medium,1,1,-0.6543815639195341,-0.7153058060413117,-0.4836866420002445,1.8495539036369517,-0.30680163615302625,-0.30057524157947935,0.42231973706157294,-1.0237043227479328,-0.5981756735654908,-0.01779235907521381,-0.200542589275675,0.0375810827150143,0.9317903420104788,0.07513190647477505,-0.11831486851874055,0.36524832997139145,0.6114319153500704
Blackburn College,Yes,500,336,156,25,55,421,27,6500,2700,500,1000,76.0,76,14.3,53,8377,51,-1.1323827688028782,-1.321558580029414,-1.2155794170616039,0.07462985430502922,-1.7847490761777967,-1.412112269736272,-1.0002425697687634,-0.22262317064607157,-0.38201766038027757,0.11925016044057488,-0.41474500229721806,0.11437254293617649,2.0128990085607423,-0.008552133665081889,0.672,Low,0,1,-1.1323827688028778,-1.321558580029414,-1.2155794170616037,0.07462985430502912,-1.7847490761777989,-1.412112269736272,-1.000242569768764,-0.22262317064607365,-0.38201766038027757,0.11925016044057517,-0.4147450022972178,0.11437254293617632,2.0128990085607423,-0.00855213366504444,-0.5204727243712026,-1.099672391311716,0.6114319153500704
Bluefield College,Yes,377,358,181,15,30,653,129,7150,4350,450,1500,61.0,67,17.8,3,6259,53,-1.4239103294300675,-1.2516818889974883,-1.0307868942945726,-0.6795322253656407,-1.1916807368489486,-0.5785697636748548,-0.787298293415852,-0.6036744589706652,0.4602273976750806,-0.8229044689180576,-0.9808282263537185,0.9675564808473687,-2.125098911203286,-0.8407414709389077,0.9496021220159151,Low,0,1,-1.423910329430067,-1.2516818889974883,-1.0307868942945724,-0.6795322253656408,-1.1916807368489508,-0.5785697636748547,-0.7872982934158526,-0.6036744589706673,0.4602273976750806,-0.8229044689180572,-0.9808282263537182,0.9675564808473687,-2.125098911203287,-0.8407414709388703,1.390031074669216,-1.099672391311716,0.6114319153500704
Bluffton College,Yes,692,514,209,20,50,760,81,9900,3990,400,900,76.0,71,13.3,19,9073,58,-0.8043643834126871,-0.8589112652736167,-0.8559219027288542,-0.2672791173259531,-0.9996042822620499,-0.8399489528645036,-0.005263596412139545,-1.0237043227479306,-0.5981756735654908,0.11925016044057488,-0.7431090750720101,-0.14418170109309456,-0.17422905107118244,0.1978588233435589,0.7427745664739884,Medium,1,1,-0.8043643834126867,-0.8589112652736166,-0.855921902728854,-0.2672791173259532,-0.9996042822620521,-0.8399489528645034,-0.005263596412139927,-1.0237043227479328,-0.5981756735654908,0.11925016044057517,-0.7431090750720099,-0.14418170109309478,-0.17422905107118275,0.19785882334359634,-0.033390431404286755,0.36524832997139145,0.6114319153500704
Boston University,Yes,20192,13007,3810,45,80,14971,3113,18420,6810,475,1025,80.0,81,11.9,16,16836,72,2.1699789222821946,2.2510167395794114,1.9627749633264555,1.0772490038094669,1.722848760647792,1.5643477732422597,1.753172569769049,-0.4087649589901799,-0.33119808468952017,0.4038409378509051,-0.05039854408423131,-0.5195109599719552,-0.44458151258091694,1.5333842102128394,0.6441660063391442,High,2,1,2.169978922282195,2.2510167395794114,1.9627749633264557,1.0772490038094669,1.7228487606477898,1.5643477732422597,1.753172569769049,-0.40876495899018206,-0.33119808468952017,0.40384093785090536,-0.05039854408423098,-0.5195109599719555,-0.44458151258091727,1.533384210212877,-0.7120308805026002,1.8301690512544988,0.6114319153500704
Bowdoin College,Yes,3356,1019,418,76,100,1490,8,19030,5885,1495,875,93.0,96,11.2,52,20447,96,0.6809850473278842,-0.14177100980766205,-0.0651440954232299,2.11141868411893,-0.22058821066583725,-1.9783398293021812,1.8562267009324778,4.053391455701381,-0.6557840619341024,1.425191176895042,1.2719213033900254,-0.7137225520718277,1.9616126417020698,1.8707600096832189,0.3036352800953516,High,2,1,0.6809850473278847,-0.14177100980766197,-0.06514409542322978,2.11141868411893,-0.22058821066583945,-1.9783398293021812,1.8562267009324778,4.05339145570138,-0.6557840619341024,1.4251911768950423,1.271921303390026,-0.713722552071828,1.9616126417020698,1.8707600096832564,-3.0556197603507886,1.8301690512544988,0.6114319153500704
Bowling Green State University,No,9251,7333,3076,14,45,13699,1213,7452,3352,600,1700,81.0,89,21.1,14,6918,67,1.546718353688126,1.7482246675449054,1.7949882983951688,-0.7738575489017414,1.6648561873530165,0.859583360494548,-0.6926718508759226,0.4488454168127673,0.7235868128126894,0.4771746426778103,0.6107698796775962,1.712667705759319,-0.6391619317856582,-0.5403720905343646,0.7926710625878284,Low,0,0,1.5467183536881264,1.7482246675449054,1.794988298395169,-0.7738575489017415,1.6648561873530143,0.8595833604945481,-0.6926718508759231,0.44884541681276535,0.7235868128126894,0.47717464267781057,0.6107698796775967,1.7126677057593191,-0.6391619317856585,-0.5403720905343272,0.3100055220993811,-1.099672391311716,-1.635505074064474
Bradford College,Yes,443,330,151,5,36,453,42,14080,6270,500,900,57.0,80,10.2,21,15387,46,-1.2565986752299056,-1.341466200923506,-1.256642849900463,-1.996211324615275,-1.6817487974964458,-1.189312643816526,0.9459485774560071,-0.22262317064607157,-0.5981756735654908,-1.0406425497511826,-0.12621201953217973,-0.9997369699971465,-0.005802574972423054,1.365007854681944,0.744920993227991,Medium,1,1,-1.2565986752299052,-1.341466200923506,-1.2566428499004627,-1.996211324615275,-1.681748797496448,-1.189312643816526,0.945948577456007,-0.22262317064607365,-0.5981756735654908,-1.0406425497511824,-0.12621201953217942,-0.9997369699971469,-0.005802574972423321,1.3650078546819815,-0.018618366846189505,0.36524832997139145,0.6114319153500704
Bradley University,Yes,3767,3414,1061,30,58,4531,643,10870,4440,2000,1522,75.0,81,14.4,21,7671,85,0.7829581011175308,1.0461483396031495,0.8737426919330143,0.36924448019518263,0.8388643345927559,0.42003497221865294,0.2360371157178739,5.292394504849768,0.49078165065472473,0.05029077019095683,-0.05039854408423131,0.13982744087814877,-0.005802574972423054,-0.2465687883022381,0.9062914786302098,Medium,1,1,0.7829581011175313,1.0461483396031495,0.8737426919330145,0.3692444801951825,0.8388643345927537,0.420034972218653,0.23603711571787356,5.292394504849767,0.49078165065472473,0.05029077019095713,-0.05039854408423098,0.1398274408781486,-0.005802574972423321,-0.24656878830220066,1.0919600508370169,0.36524832997139145,0.6114319153500704
Brandeis University,Yes,4186,2743,740,48,77,2819,62,19380,6750,410,1000,90.0,97,9.8,24,17150,84,0.8752858094786488,0.8383458713859775,0.526334275765442,1.1970584702876572,0.41822954230344966,-0.984836331468239,1.9143807781428344,-0.9361631919587464,-0.38201766038027757,1.1764343828889745,1.3728847638717647,-1.1172333203849842,0.2322748898408057,1.5669772950645164,0.65527950310559,High,2,1,0.8752858094786492,0.8383458713859776,0.5263342757654421,1.1970584702876572,0.4182295423034475,-0.9848363314682389,1.9143807781428344,-0.9361631919587486,-0.38201766038027757,1.1764343828889747,1.3728847638717654,-1.1172333203849847,0.23227488984080544,1.566977295064554,-0.6355459543834086,1.8301690512544988,0.6114319153500704
Brenau University,Yes,367,274,158,12,41,917,479,9592,5879,500,700,71.0,80,13.7,12,5935,49,-1.4519874499280332,-1.548364829188634,-1.199576981280013,-0.9785370964802453,-0.7705940055333151,0.22514317620036295,-0.08511329305522775,-0.22262317064607157,-1.109331268357997,-0.2167793357746881,-0.12621201953217973,-0.03986551937032104,-0.8480459248697001,-1.006800706193312,0.7465940054495913,Medium,1,1,-1.4519874499280327,-1.548364829188634,-1.1995769812800128,-0.9785370964802454,-0.7705940055333174,0.225143176200363,-0.08511329305522813,-0.22262317064607365,-1.109331268357997,-0.2167793357746878,-0.12621201953217942,-0.03986551937032124,-0.8480459248697004,-1.0068007061932744,-0.007104419539168478,0.36524832997139145,0.6114319153500704
